2,DieDi,23_43_04_2021_02_19,50,300,15
0.9080001,0.0335,-0.44825,0.8750001,0.0195,-0.4695
0.904,0.08425,-0.4305,0.82675,-0.02,-0.51375
0.9,0.1175,-0.45325,0.813,-0.015,-0.49975
0.8995001,0.106,-0.4545,0.81975,0.133,-0.69025
0.9052501,0.08825,-0.45775,0.81975,0.22975,-0.63125
0.9155,0.12425,-0.39225,0.74825,0.204,-0.39725
0.9155,0.12425,-0.39225,0.74825,0.204,-0.39725
0.91325,0.09425,-0.35725,0.76525,0.146,-0.40025
0.9120001,0.01775,-0.355,0.78725,0.11125,-0.41175
0.95525,-0.00525,-0.44225,0.83675,0.23925,-0.4375
0.9575,0.03825,-0.425,0.853,0.298,-0.39075
0.9620001,0.05625,-0.3105,0.9325001,0.255,-0.45275
0.9620001,0.05625,-0.3105,0.9315,0.15975,-0.43325
1.2525,0.096,-0.2385,0.923,0.082,-0.37725
2.84075,-0.29075,-0.586,1.00975,0.13725,-0.42925
4.1385,-0.99225,-1.08575,1.10075,0.16175,-0.5205
5.4985,-1.904,-1.12525,1.1505,0.17725,-0.47325
6.6975,-1.703,-3.10925,1.31175,0.34925,-0.0865
5.992,-0.66575,-3.8125,1.31175,0.34925,-0.0865
4.777,0.5190001,-4.24675,1.65925,0.4015,0.12725
3.128,1.77425,-4.2355,3.454,0.279,0.0755
-0.00125,2.79525,-4.30025,4.40525,0.0035,0.08800001
-0.9485,2.61775,-3.813,5.0255,-0.22825,-0.17125
-1.54175,1.9815,-3.39975,5.79375,0.00675,-0.8835
-2.8555,1.07125,-1.35525,5.262,1.6515,-3.62875
-2.74575,0.997,-0.36625,2.005,-0.5527501,-3.5835
-2.3465,0.52425,0.424,0.8872501,-1.62125,-3.5225
-2.20425,0.12225,0.5555,-0.00925,-2.34425,-3.3975
-2.20425,0.12225,0.5555,-0.00925,-2.34425,-3.3975
-2.04725,-0.15525,0.60975,-0.00925,-2.34425,-3.3975
-1.385,-0.0625,0.2685,-1.3175,-1.799,-2.78675
-1.1405,0.01675,0.18975,-2.1405,-0.8795,-2.3565
-0.84175,-0.0685,0.287,-3.122,-0.26475,-0.7435001
-0.76375,-0.185,0.38,-2.97825,-0.5585001,-0.1555
-0.6217501,-0.21375,0.471,-2.7545,-0.70175,0.1715
