2,Tony,01_37_16_2021_02_07,50,300,9
0.6295,-0.1305,-0.80825,0.41825,-0.1605,-0.8652501
0.636,-0.11125,-0.8060001,0.454,-0.0625,-0.9350001
0.6020001,-0.10925,-0.8430001,0.454,-0.0625,-0.9350001
0.5897501,-0.10225,-0.8655,0.4275,0.03825,-0.9255
0.597,-0.10025,-0.84075,0.453,-0.0285,-0.82875
0.60875,-0.1215,-0.80775,0.453,-0.0285,-0.82875
0.64025,-0.12575,-0.80975,0.4635,-0.017,-0.8465
0.47225,-0.14475,-0.8297501,0.45725,-0.03825,-0.8985
0.5525,-0.18425,-0.767,0.45725,-0.03825,-0.8985
0.748,-0.235,-0.7985001,0.43275,-0.0175,-0.90425
0.6455,-0.207,-0.86625,0.411,-0.034,-0.9245
0.65175,-0.2105,-0.832,0.411,-0.034,-0.9245
0.63525,-0.199,-0.7870001,0.387,-0.09,-0.93125
0.61825,-0.18625,-0.77075,0.42125,-0.11875,-0.92375
0.63225,-0.15675,-0.80125,0.42125,-0.11875,-0.92375
0.648,-0.14375,-0.82175,0.41475,-0.12875,-0.89025
0.63075,-0.15875,-0.84575,0.35775,0.01975,-0.9215
0.62125,-0.1545,-0.83075,0.35775,0.01975,-0.9215
0.617,-0.15575,-0.812,0.35875,0.04,-0.9685
0.60175,-0.134,-0.8065,0.35275,-0.00375,-0.9250001
0.62625,-0.12375,-0.83325,0.35275,-0.00375,-0.9250001
0.62925,-0.131,-0.839,0.38325,0.00725,-0.92825
0.63125,-0.14925,-0.8010001,0.38875,0.0395,-0.9160001
0.634,-0.1475,-0.777,0.38875,0.0395,-0.9160001
0.62775,-0.163,-0.784,0.36325,0.04875,-0.9177501
0.6335,-0.16275,-0.82425,0.368,0.036,-0.9175
0.62925,-0.16475,-0.8205,0.368,0.036,-0.9175
0.62325,-0.158,-0.8182501,0.36025,0.003,-0.93725
0.62375,-0.1505,-0.832,0.36025,0.003,-0.93725
0.624,-0.15375,-0.8255,0.352,-0.03475,-0.9587501
0.62925,-0.1545,-0.814,0.352,-0.03475,-0.9587501
0.6300001,-0.1725,-0.80525,0.352,-0.03475,-0.9587501
0.63375,-0.17175,-0.7955,0.34725,-0.0195,-0.95175
0.63425,-0.17325,-0.7905,0.34725,-0.0195,-0.95175
0.636,-0.17625,-0.8247501,0.34675,0.03575,-0.92725
0.632,-0.17825,-0.8132501,0.351,0.03375,-0.93725
0.632,-0.17825,-0.8010001,0.34675,0.01875,-0.94425
0.63425,-0.17575,-0.79825,0.34575,0.01525,-0.9350001
0.63625,-0.1685,-0.80525,0.35125,0.03425,-0.94675
0.636,-0.16375,-0.80525,0.341,0.0325,-0.934
0.63425,-0.16925,-0.80325,0.34875,0.02375,-0.9355
0.6332501,-0.17625,-0.8115,0.33425,0.02125,-0.9350001
0.62875,-0.18925,-0.8085001,0.33825,0.0185,-0.938
0.63625,-0.19175,-0.80825,0.34375,0.002,-0.947
0.63925,-0.182,-0.8010001,0.34425,-0.0035,-0.9435
0.63275,-0.17225,-0.798,0.34375,0.00275,-0.93975
0.63225,-0.17,-0.82175,0.34025,0.025,-0.9415001
0.631,-0.169,-0.811,0.3395,0.027,-0.943
0.627,-0.165,-0.79975,0.33825,0.02325,-0.94175
0.636,-0.1705,-0.8085001,0.33525,0.016,-0.942
0.63525,-0.17575,-0.8025,0.335,0.01,-0.9455
0.63625,-0.18025,-0.795,0.339,0.00625,-0.94625
0.642,-0.18425,-0.8050001,0.338,0.018,-0.9440001
0.63875,-0.18675,-0.81225,0.33975,0.02825,-0.9445
0.632,-0.18625,-0.8060001,0.33675,0.0255,-0.94175
0.637,-0.1835,-0.795,0.33625,0.022,-0.9425001
0.64275,-0.18225,-0.7965,0.3355,0.01575,-0.94275
0.642,-0.1805,-0.79325,0.33525,0.01175,-0.9432501
0.64025,-0.1825,-0.804,0.33625,0.02275,-0.94775
0.6332501,-0.191,-0.8027501,0.3405,0.01675,-0.94925
0.63425,-0.19375,-0.7970001,0.3235,0.01575,-0.9425001
0.6385,-0.1895,-0.79425,0.33525,0.012,-0.9382501
0.638,-0.18375,-0.79975,0.3405,0.0125,-0.93725
0.63675,-0.181,-0.802,0.3395,0.012,-0.942
0.63875,-0.18475,-0.80775,0.334,0.009000001,-0.94275
0.63975,-0.18625,-0.7970001,0.33375,0.01225,-0.9495
0.6390001,-0.18625,-0.7885,0.33025,0.017,-0.9485
0.6357501,-0.18875,-0.7992501,0.33,0.01775,-0.9445
0.63225,-0.1945,-0.8017501,0.33175,0.0145,-0.94525
0.6315,-0.1985,-0.8010001,0.333,0.00975,-0.947
0.637,-0.1975,-0.80325,0.33025,0.013,-0.9432501
0.6395,-0.19225,-0.7895001,0.328,0.01825,-0.9455
0.64225,-0.18975,-0.7825,0.326,0.025,-0.952
0.64575,-0.1915,-0.7877501,0.3265,0.0225,-0.9475001
0.637,-0.19275,-0.78925,0.33075,0.02475,-0.94525
0.6295,-0.196,-0.82525,0.33225,0.022,-0.9415001
0.62375,-0.207,-0.80975,0.3345,0.02275,-0.9472501
0.62925,-0.2105,-0.78325,0.33,0.01725,-0.94875
0.64225,-0.217,-0.78075,0.32475,0.0175,-0.9440001
0.6472501,-0.224,-0.78275,0.323,0.01975,-0.95025
0.651,-0.228,-0.7805001,0.32425,0.0225,-0.9475001
0.65,-0.228,-0.779,0.3255,0.02375,-0.9475001
0.64625,-0.2375,-0.7855,0.3285,0.03025,-0.9465001
0.65675,-0.27325,-0.80325,0.3295,0.028,-0.93975
0.65475,-0.3125,-0.8107501,0.32325,0.037,-0.9422501
0.6300001,-0.27325,-0.775,0.29625,0.05725,-0.9475001
0.637,-0.2185,-0.7765,0.3825,0.02075,-0.9395
0.60675,-0.1635,-0.799,0.31075,0.072,-0.92375
0.614,-0.07825001,-0.8325,0.3305,0.037,-0.9422501
0.611,-0.04875,-0.8362501,0.3335,0.0295,-0.9440001
0.603,-0.025,-0.84025,0.332,0.027,-0.9400001
0.6012501,-0.0085,-0.84675,0.32525,0.0195,-0.94175
0.60275,-0.02525,-0.84475,0.323,0.0145,-0.946
0.6045001,-0.049,-0.83825,0.32525,0.00825,-0.9415001
0.6217501,-0.115,-0.8205,0.32125,-0.00125,-0.95025
0.63275,-0.1325,-0.8105,0.31625,-0.00525,-0.9515001
0.6390001,-0.14975,-0.8100001,0.31375,-0.01,-0.9532501
0.64425,-0.196,-0.80625,0.313,-0.00775,-0.95575
0.63725,-0.2015,-0.79675,0.31425,-0.00625,-0.9555001
0.6355,-0.1985,-0.7920001,0.314,-0.00525,-0.9537501
0.633,-0.2025,-0.8132501,0.31375,-0.00275,-0.9530001
0.6332501,-0.19725,-0.7977501,0.316,0.01075,-0.9645001
0.637,-0.18975,-0.7970001,0.2985,-0.01225,-0.9532501
0.64,-0.177,-0.8075001,0.3075,0.0005,-0.9535
0.63425,-0.162,-0.814,0.3155,-0.0025,-0.9490001
0.62725,-0.16225,-0.81475,0.31825,-0.00475,-0.9522501
0.6285,-0.15875,-0.80825,0.3185,0,-0.94675
0.63775,-0.15525,-0.8027501,0.31325,0.0025,-0.95
0.6395,-0.152,-0.79975,0.31375,0.00175,-0.9525
0.64,-0.1545,-0.809,0.31,-0.0025,-0.951
0.63625,-0.16225,-0.8195,0.30825,-0.00325,-0.9515001
0.63075,-0.17325,-0.8155,0.30975,-0.00375,-0.952
0.63475,-0.1825,-0.8075001,0.313,0.00225,-0.9532501
0.64,-0.17875,-0.804,0.318,0.00425,-0.9482501
0.6407501,-0.1615,-0.79875,0.32875,0.00925,-0.9407501
0.6335,-0.15225,-0.8222501,0.3215,0.0125,-0.94425
0.6295,-0.15175,-0.8337501,0.318,0.01075,-0.9545
0.63125,-0.15725,-0.83075,0.33725,0.035,-0.9910001
0.60175,-0.18525,-0.8330001,0.33825,0.011,-0.9077501
0.65975,-0.14025,-0.8185,0.436,0.02675,-0.8742501
0.65725,-0.15675,-0.809,0.20475,-0.12125,-1.0635
0.68525,-0.10675,-0.80325,0.28675,-0.0585,-0.9705001
0.6497501,-0.10275,-0.766,0.28575,-0.049,-0.96725
0.68475,-0.08750001,-0.73625,0.2925,-0.0005,-0.97975
0.67475,-0.12225,-0.8027501,0.22,0.03625,-0.9785001
0.671,-0.1295,-0.7877501,0.232,0.051,-0.9662501
0.6785001,-0.11575,-0.7622501,0.257,0.03575,-0.9680001
0.69425,-0.1185,-0.73975,0.31725,-0.00275,-0.9495
0.6905,-0.1195,-0.7697501,0.33525,-0.013,-0.94375
0.6850001,-0.11925,-0.7780001,0.33975,-0.00525,-0.943
0.67175,-0.116,-0.77075,0.341,-0.007,-0.9307501
0.67125,-0.1115,-0.7762501,0.328,0.00775,-0.936
0.67625,-0.11375,-0.7815,0.3395,0.06175,-0.9655001
0.6775,-0.12475,-0.7865,0.3345,0.0505,-0.9432501
0.67675,-0.1435,-0.7825,0.33425,0.0335,-0.9265
0.69025,-0.14225,-0.78,0.33675,0.02925,-0.927
